"edition","fy_year","sheet","class_code","class_name","procedure_code","procedure_name","points_num","pref_code","pref_name","count"
1,2014,"入院","M001","体外照射","180008810","体外照射（エックス線表在治療）（１回目）",110,"25","滋賀県",NA
1,2014,"入院","M001","体外照射","180008810","体外照射（エックス線表在治療）（１回目）",110,"26","京都府",NA
1,2014,"入院","M001","体外照射","180008810","体外照射（エックス線表在治療）（１回目）",110,"27","大阪府",NA
1,2014,"入院","M001","体外照射","180008810","体外照射（エックス線表在治療）（１回目）",110,"28","兵庫県",NA
1,2014,"入院","M001","体外照射","180008810","体外照射（エックス線表在治療）（１回目）",110,"29","奈良県",NA
1,2014,"入院","M001","体外照射","180008810","体外照射（エックス線表在治療）（１回目）",110,"30","和歌山県",NA
1,2014,"入院","M001","体外照射","180008810","体外照射（エックス線表在治療）（１回目）",110,"31","鳥取県",NA
1,2014,"入院","M001","体外照射","180008810","体外照射（エックス線表在治療）（１回目）",110,"32","島根県",NA
1,2014,"入院","M001","体外照射","180008810","体外照射（エックス線表在治療）（１回目）",110,"33","岡山県",NA
1,2014,"入院","M001","体外照射","180008810","体外照射（エックス線表在治療）（１回目）",110,"34","広島県",NA
1,2014,"入院","M001","体外照射","180008810","体外照射（エックス線表在治療）（１回目）",110,"35","山口県",NA
1,2014,"入院","M001","体外照射","180008810","体外照射（エックス線表在治療）（１回目）",110,"36","徳島県",NA
1,2014,"入院","M001","体外照射","180008810","体外照射（エックス線表在治療）（１回目）",110,"37","香川県",NA
1,2014,"入院","M001","体外照射","180008810","体外照射（エックス線表在治療）（１回目）",110,"38","愛媛県",NA
1,2014,"入院","M001","体外照射","180008810","体外照射（エックス線表在治療）（１回目）",110,"39","高知県",NA
1,2014,"入院","M001","体外照射","180008810","体外照射（エックス線表在治療）（１回目）",110,"40","福岡県",NA
1,2014,"入院","M001","体外照射","180008810","体外照射（エックス線表在治療）（１回目）",110,"41","佐賀県",NA
1,2014,"入院","M001","体外照射","180008810","体外照射（エックス線表在治療）（１回目）",110,"42","長崎県",NA
1,2014,"入院","M001","体外照射","180008810","体外照射（エックス線表在治療）（１回目）",110,"43","熊本県",NA
1,2014,"入院","M001","体外照射","180008810","体外照射（エックス線表在治療）（１回目）",110,"44","大分県",NA
1,2014,"入院","M001","体外照射","180008810","体外照射（エックス線表在治療）（１回目）",110,"45","宮崎県",NA
1,2014,"入院","M001","体外照射","180008810","体外照射（エックス線表在治療）（１回目）",110,"46","鹿児島県",NA
1,2014,"入院","M001","体外照射","180008810","体外照射（エックス線表在治療）（１回目）",110,"47","沖縄県",NA
1,2014,"入院","M001","体外照射","180020710","体外照射（高エネルギー放射線治療）（１回目）（１門照射）",840,"01","北海道",9053
1,2014,"入院","M001","体外照射","180020710","体外照射（高エネルギー放射線治療）（１回目）（１門照射）",840,"02","青森県",4014
1,2014,"入院","M001","体外照射","180020710","体外照射（高エネルギー放射線治療）（１回目）（１門照射）",840,"03","岩手県",2196
1,2014,"入院","M001","体外照射","180020710","体外照射（高エネルギー放射線治療）（１回目）（１門照射）",840,"04","宮城県",3386
1,2014,"入院","M001","体外照射","180020710","体外照射（高エネルギー放射線治療）（１回目）（１門照射）",840,"05","秋田県",1575
1,2014,"入院","M001","体外照射","180020710","体外照射（高エネルギー放射線治療）（１回目）（１門照射）",840,"06","山形県",251
1,2014,"入院","M001","体外照射","180020710","体外照射（高エネルギー放射線治療）（１回目）（１門照射）",840,"07","福島県",703
1,2014,"入院","M001","体外照射","180020710","体外照射（高エネルギー放射線治療）（１回目）（１門照射）",840,"08","茨城県",1289
1,2014,"入院","M001","体外照射","180020710","体外照射（高エネルギー放射線治療）（１回目）（１門照射）",840,"09","栃木県",6055
1,2014,"入院","M001","体外照射","180020710","体外照射（高エネルギー放射線治療）（１回目）（１門照射）",840,"10","群馬県",594
1,2014,"入院","M001","体外照射","180020710","体外照射（高エネルギー放射線治療）（１回目）（１門照射）",840,"11","埼玉県",1595
1,2014,"入院","M001","体外照射","180020710","体外照射（高エネルギー放射線治療）（１回目）（１門照射）",840,"12","千葉県",2872
1,2014,"入院","M001","体外照射","180020710","体外照射（高エネルギー放射線治療）（１回目）（１門照射）",840,"13","東京都",16472
1,2014,"入院","M001","体外照射","180020710","体外照射（高エネルギー放射線治療）（１回目）（１門照射）",840,"14","神奈川県",2423
1,2014,"入院","M001","体外照射","180020710","体外照射（高エネルギー放射線治療）（１回目）（１門照射）",840,"15","新潟県",1418
1,2014,"入院","M001","体外照射","180020710","体外照射（高エネルギー放射線治療）（１回目）（１門照射）",840,"16","富山県",574
1,2014,"入院","M001","体外照射","180020710","体外照射（高エネルギー放射線治療）（１回目）（１門照射）",840,"17","石川県",157
1,2014,"入院","M001","体外照射","180020710","体外照射（高エネルギー放射線治療）（１回目）（１門照射）",840,"18","福井県",176
1,2014,"入院","M001","体外照射","180020710","体外照射（高エネルギー放射線治療）（１回目）（１門照射）",840,"19","山梨県",215
1,2014,"入院","M001","体外照射","180020710","体外照射（高エネルギー放射線治療）（１回目）（１門照射）",840,"20","長野県",1158
1,2014,"入院","M001","体外照射","180020710","体外照射（高エネルギー放射線治療）（１回目）（１門照射）",840,"21","岐阜県",751
1,2014,"入院","M001","体外照射","180020710","体外照射（高エネルギー放射線治療）（１回目）（１門照射）",840,"22","静岡県",1921
1,2014,"入院","M001","体外照射","180020710","体外照射（高エネルギー放射線治療）（１回目）（１門照射）",840,"23","愛知県",12466
1,2014,"入院","M001","体外照射","180020710","体外照射（高エネルギー放射線治療）（１回目）（１門照射）",840,"24","三重県",2373
1,2014,"入院","M001","体外照射","180020710","体外照射（高エネルギー放射線治療）（１回目）（１門照射）",840,"25","滋賀県",3097
1,2014,"入院","M001","体外照射","180020710","体外照射（高エネルギー放射線治療）（１回目）（１門照射）",840,"26","京都府",1534
1,2014,"入院","M001","体外照射","180020710","体外照射（高エネルギー放射線治療）（１回目）（１門照射）",840,"27","大阪府",5415
1,2014,"入院","M001","体外照射","180020710","体外照射（高エネルギー放射線治療）（１回目）（１門照射）",840,"28","兵庫県",4373
1,2014,"入院","M001","体外照射","180020710","体外照射（高エネルギー放射線治療）（１回目）（１門照射）",840,"29","奈良県",556
1,2014,"入院","M001","体外照射","180020710","体外照射（高エネルギー放射線治療）（１回目）（１門照射）",840,"30","和歌山県",1262
1,2014,"入院","M001","体外照射","180020710","体外照射（高エネルギー放射線治療）（１回目）（１門照射）",840,"31","鳥取県",1456
1,2014,"入院","M001","体外照射","180020710","体外照射（高エネルギー放射線治療）（１回目）（１門照射）",840,"32","島根県",511
1,2014,"入院","M001","体外照射","180020710","体外照射（高エネルギー放射線治療）（１回目）（１門照射）",840,"33","岡山県",2111
1,2014,"入院","M001","体外照射","180020710","体外照射（高エネルギー放射線治療）（１回目）（１門照射）",840,"34","広島県",1586
1,2014,"入院","M001","体外照射","180020710","体外照射（高エネルギー放射線治療）（１回目）（１門照射）",840,"35","山口県",2267
1,2014,"入院","M001","体外照射","180020710","体外照射（高エネルギー放射線治療）（１回目）（１門照射）",840,"36","徳島県",502
1,2014,"入院","M001","体外照射","180020710","体外照射（高エネルギー放射線治療）（１回目）（１門照射）",840,"37","香川県",1705
1,2014,"入院","M001","体外照射","180020710","体外照射（高エネルギー放射線治療）（１回目）（１門照射）",840,"38","愛媛県",678
1,2014,"入院","M001","体外照射","180020710","体外照射（高エネルギー放射線治療）（１回目）（１門照射）",840,"39","高知県",719
1,2014,"入院","M001","体外照射","180020710","体外照射（高エネルギー放射線治療）（１回目）（１門照射）",840,"40","福岡県",4242
1,2014,"入院","M001","体外照射","180020710","体外照射（高エネルギー放射線治療）（１回目）（１門照射）",840,"41","佐賀県",147
1,2014,"入院","M001","体外照射","180020710","体外照射（高エネルギー放射線治療）（１回目）（１門照射）",840,"42","長崎県",4640
1,2014,"入院","M001","体外照射","180020710","体外照射（高エネルギー放射線治療）（１回目）（１門照射）",840,"43","熊本県",630
1,2014,"入院","M001","体外照射","180020710","体外照射（高エネルギー放射線治療）（１回目）（１門照射）",840,"44","大分県",2409
1,2014,"入院","M001","体外照射","180020710","体外照射（高エネルギー放射線治療）（１回目）（１門照射）",840,"45","宮崎県",1100
1,2014,"入院","M001","体外照射","180020710","体外照射（高エネルギー放射線治療）（１回目）（１門照射）",840,"46","鹿児島県",406
1,2014,"入院","M001","体外照射","180020710","体外照射（高エネルギー放射線治療）（１回目）（１門照射）",840,"47","沖縄県",2453
1,2014,"入院","M001","体外照射","180020810","体外照射（高エネルギー放射線治療）（１回目）（対向２門照射）",840,"01","北海道",16498
1,2014,"入院","M001","体外照射","180020810","体外照射（高エネルギー放射線治療）（１回目）（対向２門照射）",840,"02","青森県",6689
1,2014,"入院","M001","体外照射","180020810","体外照射（高エネルギー放射線治療）（１回目）（対向２門照射）",840,"03","岩手県",4718
1,2014,"入院","M001","体外照射","180020810","体外照射（高エネルギー放射線治療）（１回目）（対向２門照射）",840,"04","宮城県",5826
1,2014,"入院","M001","体外照射","180020810","体外照射（高エネルギー放射線治療）（１回目）（対向２門照射）",840,"05","秋田県",10251
1,2014,"入院","M001","体外照射","180020810","体外照射（高エネルギー放射線治療）（１回目）（対向２門照射）",840,"06","山形県",4700
1,2014,"入院","M001","体外照射","180020810","体外照射（高エネルギー放射線治療）（１回目）（対向２門照射）",840,"07","福島県",5766
1,2014,"入院","M001","体外照射","180020810","体外照射（高エネルギー放射線治療）（１回目）（対向２門照射）",840,"08","茨城県",6486
1,2014,"入院","M001","体外照射","180020810","体外照射（高エネルギー放射線治療）（１回目）（対向２門照射）",840,"09","栃木県",2748
1,2014,"入院","M001","体外照射","180020810","体外照射（高エネルギー放射線治療）（１回目）（対向２門照射）",840,"10","群馬県",12386
1,2014,"入院","M001","体外照射","180020810","体外照射（高エネルギー放射線治療）（１回目）（対向２門照射）",840,"11","埼玉県",10865
1,2014,"入院","M001","体外照射","180020810","体外照射（高エネルギー放射線治療）（１回目）（対向２門照射）",840,"12","千葉県",9135
1,2014,"入院","M001","体外照射","180020810","体外照射（高エネルギー放射線治療）（１回目）（対向２門照射）",840,"13","東京都",24530
1,2014,"入院","M001","体外照射","180020810","体外照射（高エネルギー放射線治療）（１回目）（対向２門照射）",840,"14","神奈川県",13775
1,2014,"入院","M001","体外照射","180020810","体外照射（高エネルギー放射線治療）（１回目）（対向２門照射）",840,"15","新潟県",15346
1,2014,"入院","M001","体外照射","180020810","体外照射（高エネルギー放射線治療）（１回目）（対向２門照射）",840,"16","富山県",2813
1,2014,"入院","M001","体外照射","180020810","体外照射（高エネルギー放射線治療）（１回目）（対向２門照射）",840,"17","石川県",2257
1,2014,"入院","M001","体外照射","180020810","体外照射（高エネルギー放射線治療）（１回目）（対向２門照射）",840,"18","福井県",1920
1,2014,"入院","M001","体外照射","180020810","体外照射（高エネルギー放射線治療）（１回目）（対向２門照射）",840,"19","山梨県",1616
1,2014,"入院","M001","体外照射","180020810","体外照射（高エネルギー放射線治療）（１回目）（対向２門照射）",840,"20","長野県",5454
1,2014,"入院","M001","体外照射","180020810","体外照射（高エネルギー放射線治療）（１回目）（対向２門照射）",840,"21","岐阜県",1825
1,2014,"入院","M001","体外照射","180020810","体外照射（高エネルギー放射線治療）（１回目）（対向２門照射）",840,"22","静岡県",8217
1,2014,"入院","M001","体外照射","180020810","体外照射（高エネルギー放射線治療）（１回目）（対向２門照射）",840,"23","愛知県",18979
1,2014,"入院","M001","体外照射","180020810","体外照射（高エネルギー放射線治療）（１回目）（対向２門照射）",840,"24","三重県",2138
1,2014,"入院","M001","体外照射","180020810","体外照射（高エネルギー放射線治療）（１回目）（対向２門照射）",840,"25","滋賀県",2665
1,2014,"入院","M001","体外照射","180020810","体外照射（高エネルギー放射線治療）（１回目）（対向２門照射）",840,"26","京都府",6370
1,2014,"入院","M001","体外照射","180020810","体外照射（高エネルギー放射線治療）（１回目）（対向２門照射）",840,"27","大阪府",33014
1,2014,"入院","M001","体外照射","180020810","体外照射（高エネルギー放射線治療）（１回目）（対向２門照射）",840,"28","兵庫県",12860
1,2014,"入院","M001","体外照射","180020810","体外照射（高エネルギー放射線治療）（１回目）（対向２門照射）",840,"29","奈良県",8226
1,2014,"入院","M001","体外照射","180020810","体外照射（高エネルギー放射線治療）（１回目）（対向２門照射）",840,"30","和歌山県",3337
1,2014,"入院","M001","体外照射","180020810","体外照射（高エネルギー放射線治療）（１回目）（対向２門照射）",840,"31","鳥取県",1502
1,2014,"入院","M001","体外照射","180020810","体外照射（高エネルギー放射線治療）（１回目）（対向２門照射）",840,"32","島根県",3776
1,2014,"入院","M001","体外照射","180020810","体外照射（高エネルギー放射線治療）（１回目）（対向２門照射）",840,"33","岡山県",10344
1,2014,"入院","M001","体外照射","180020810","体外照射（高エネルギー放射線治療）（１回目）（対向２門照射）",840,"34","広島県",3258
1,2014,"入院","M001","体外照射","180020810","体外照射（高エネルギー放射線治療）（１回目）（対向２門照射）",840,"35","山口県",5018
1,2014,"入院","M001","体外照射","180020810","体外照射（高エネルギー放射線治療）（１回目）（対向２門照射）",840,"36","徳島県",2053
1,2014,"入院","M001","体外照射","180020810","体外照射（高エネルギー放射線治療）（１回目）（対向２門照射）",840,"37","香川県",2112
1,2014,"入院","M001","体外照射","180020810","体外照射（高エネルギー放射線治療）（１回目）（対向２門照射）",840,"38","愛媛県",11740
1,2014,"入院","M001","体外照射","180020810","体外照射（高エネルギー放射線治療）（１回目）（対向２門照射）",840,"39","高知県",3469
1,2014,"入院","M001","体外照射","180020810","体外照射（高エネルギー放射線治療）（１回目）（対向２門照射）",840,"40","福岡県",18774
1,2014,"入院","M001","体外照射","180020810","体外照射（高エネルギー放射線治療）（１回目）（対向２門照射）",840,"41","佐賀県",2021
1,2014,"入院","M001","体外照射","180020810","体外照射（高エネルギー放射線治療）（１回目）（対向２門照射）",840,"42","長崎県",4259
1,2014,"入院","M001","体外照射","180020810","体外照射（高エネルギー放射線治療）（１回目）（対向２門照射）",840,"43","熊本県",3587
1,2014,"入院","M001","体外照射","180020810","体外照射（高エネルギー放射線治療）（１回目）（対向２門照射）",840,"44","大分県",4196
1,2014,"入院","M001","体外照射","180020810","体外照射（高エネルギー放射線治療）（１回目）（対向２門照射）",840,"45","宮崎県",3659
1,2014,"入院","M001","体外照射","180020810","体外照射（高エネルギー放射線治療）（１回目）（対向２門照射）",840,"46","鹿児島県",1922
1,2014,"入院","M001","体外照射","180020810","体外照射（高エネルギー放射線治療）（１回目）（対向２門照射）",840,"47","沖縄県",1796
1,2014,"入院","M001","体外照射","180020910","体外照射（高エネルギー放射線治療）（１回目）（非対向２門照射）",1320,"01","北海道",26460
1,2014,"入院","M001","体外照射","180020910","体外照射（高エネルギー放射線治療）（１回目）（非対向２門照射）",1320,"02","青森県",5302
1,2014,"入院","M001","体外照射","180020910","体外照射（高エネルギー放射線治療）（１回目）（非対向２門照射）",1320,"03","岩手県",4579
1,2014,"入院","M001","体外照射","180020910","体外照射（高エネルギー放射線治療）（１回目）（非対向２門照射）",1320,"04","宮城県",8042
1,2014,"入院","M001","体外照射","180020910","体外照射（高エネルギー放射線治療）（１回目）（非対向２門照射）",1320,"05","秋田県",3072
1,2014,"入院","M001","体外照射","180020910","体外照射（高エネルギー放射線治療）（１回目）（非対向２門照射）",1320,"06","山形県",1416
1,2014,"入院","M001","体外照射","180020910","体外照射（高エネルギー放射線治療）（１回目）（非対向２門照射）",1320,"07","福島県",2979
1,2014,"入院","M001","体外照射","180020910","体外照射（高エネルギー放射線治療）（１回目）（非対向２門照射）",1320,"08","茨城県",5452
1,2014,"入院","M001","体外照射","180020910","体外照射（高エネルギー放射線治療）（１回目）（非対向２門照射）",1320,"09","栃木県",3228
1,2014,"入院","M001","体外照射","180020910","体外照射（高エネルギー放射線治療）（１回目）（非対向２門照射）",1320,"10","群馬県",2227
1,2014,"入院","M001","体外照射","180020910","体外照射（高エネルギー放射線治療）（１回目）（非対向２門照射）",1320,"11","埼玉県",7268
1,2014,"入院","M001","体外照射","180020910","体外照射（高エネルギー放射線治療）（１回目）（非対向２門照射）",1320,"12","千葉県",8752
1,2014,"入院","M001","体外照射","180020910","体外照射（高エネルギー放射線治療）（１回目）（非対向２門照射）",1320,"13","東京都",19425
1,2014,"入院","M001","体外照射","180020910","体外照射（高エネルギー放射線治療）（１回目）（非対向２門照射）",1320,"14","神奈川県",10171
1,2014,"入院","M001","体外照射","180020910","体外照射（高エネルギー放射線治療）（１回目）（非対向２門照射）",1320,"15","新潟県",3464
1,2014,"入院","M001","体外照射","180020910","体外照射（高エネルギー放射線治療）（１回目）（非対向２門照射）",1320,"16","富山県",2464
1,2014,"入院","M001","体外照射","180020910","体外照射（高エネルギー放射線治療）（１回目）（非対向２門照射）",1320,"17","石川県",1395
1,2014,"入院","M001","体外照射","180020910","体外照射（高エネルギー放射線治療）（１回目）（非対向２門照射）",1320,"18","福井県",1516
1,2014,"入院","M001","体外照射","180020910","体外照射（高エネルギー放射線治療）（１回目）（非対向２門照射）",1320,"19","山梨県",1734
1,2014,"入院","M001","体外照射","180020910","体外照射（高エネルギー放射線治療）（１回目）（非対向２門照射）",1320,"20","長野県",1788
1,2014,"入院","M001","体外照射","180020910","体外照射（高エネルギー放射線治療）（１回目）（非対向２門照射）",1320,"21","岐阜県",2584
1,2014,"入院","M001","体外照射","180020910","体外照射（高エネルギー放射線治療）（１回目）（非対向２門照射）",1320,"22","静岡県",9172
1,2014,"入院","M001","体外照射","180020910","体外照射（高エネルギー放射線治療）（１回目）（非対向２門照射）",1320,"23","愛知県",11928
1,2014,"入院","M001","体外照射","180020910","体外照射（高エネルギー放射線治療）（１回目）（非対向２門照射）",1320,"24","三重県",1607
1,2014,"入院","M001","体外照射","180020910","体外照射（高エネルギー放射線治療）（１回目）（非対向２門照射）",1320,"25","滋賀県",3406
1,2014,"入院","M001","体外照射","180020910","体外照射（高エネルギー放射線治療）（１回目）（非対向２門照射）",1320,"26","京都府",3567
1,2014,"入院","M001","体外照射","180020910","体外照射（高エネルギー放射線治療）（１回目）（非対向２門照射）",1320,"27","大阪府",18880
1,2014,"入院","M001","体外照射","180020910","体外照射（高エネルギー放射線治療）（１回目）（非対向２門照射）",1320,"28","兵庫県",12816
1,2014,"入院","M001","体外照射","180020910","体外照射（高エネルギー放射線治療）（１回目）（非対向２門照射）",1320,"29","奈良県",2060
1,2014,"入院","M001","体外照射","180020910","体外照射（高エネルギー放射線治療）（１回目）（非対向２門照射）",1320,"30","和歌山県",1276
1,2014,"入院","M001","体外照射","180020910","体外照射（高エネルギー放射線治療）（１回目）（非対向２門照射）",1320,"31","鳥取県",2376
1,2014,"入院","M001","体外照射","180020910","体外照射（高エネルギー放射線治療）（１回目）（非対向２門照射）",1320,"32","島根県",3067
1,2014,"入院","M001","体外照射","180020910","体外照射（高エネルギー放射線治療）（１回目）（非対向２門照射）",1320,"33","岡山県",3423
1,2014,"入院","M001","体外照射","180020910","体外照射（高エネルギー放射線治療）（１回目）（非対向２門照射）",1320,"34","広島県",4608
1,2014,"入院","M001","体外照射","180020910","体外照射（高エネルギー放射線治療）（１回目）（非対向２門照射）",1320,"35","山口県",4545
1,2014,"入院","M001","体外照射","180020910","体外照射（高エネルギー放射線治療）（１回目）（非対向２門照射）",1320,"36","徳島県",3023
1,2014,"入院","M001","体外照射","180020910","体外照射（高エネルギー放射線治療）（１回目）（非対向２門照射）",1320,"37","香川県",2821
1,2014,"入院","M001","体外照射","180020910","体外照射（高エネルギー放射線治療）（１回目）（非対向２門照射）",1320,"38","愛媛県",4104
1,2014,"入院","M001","体外照射","180020910","体外照射（高エネルギー放射線治療）（１回目）（非対向２門照射）",1320,"39","高知県",3499
1,2014,"入院","M001","体外照射","180020910","体外照射（高エネルギー放射線治療）（１回目）（非対向２門照射）",1320,"40","福岡県",24464
1,2014,"入院","M001","体外照射","180020910","体外照射（高エネルギー放射線治療）（１回目）（非対向２門照射）",1320,"41","佐賀県",2009
1,2014,"入院","M001","体外照射","180020910","体外照射（高エネルギー放射線治療）（１回目）（非対向２門照射）",1320,"42","長崎県",4421
1,2014,"入院","M001","体外照射","180020910","体外照射（高エネルギー放射線治療）（１回目）（非対向２門照射）",1320,"43","熊本県",4554
1,2014,"入院","M001","体外照射","180020910","体外照射（高エネルギー放射線治療）（１回目）（非対向２門照射）",1320,"44","大分県",4339
1,2014,"入院","M001","体外照射","180020910","体外照射（高エネルギー放射線治療）（１回目）（非対向２門照射）",1320,"45","宮崎県",1997
1,2014,"入院","M001","体外照射","180020910","体外照射（高エネルギー放射線治療）（１回目）（非対向２門照射）",1320,"46","鹿児島県",5009
1,2014,"入院","M001","体外照射","180020910","体外照射（高エネルギー放射線治療）（１回目）（非対向２門照射）",1320,"47","沖縄県",563
1,2014,"入院","M001","体外照射","180021010","体外照射（高エネルギー放射線治療）（１回目）（３門照射）",1320,"01","北海道",4788
1,2014,"入院","M001","体外照射","180021010","体外照射（高エネルギー放射線治療）（１回目）（３門照射）",1320,"02","青森県",1925
1,2014,"入院","M001","体外照射","180021010","体外照射（高エネルギー放射線治療）（１回目）（３門照射）",1320,"03","岩手県",817
1,2014,"入院","M001","体外照射","180021010","体外照射（高エネルギー放射線治療）（１回目）（３門照射）",1320,"04","宮城県",4424
1,2014,"入院","M001","体外照射","180021010","体外照射（高エネルギー放射線治療）（１回目）（３門照射）",1320,"05","秋田県",1803
1,2014,"入院","M001","体外照射","180021010","体外照射（高エネルギー放射線治療）（１回目）（３門照射）",1320,"06","山形県",2979
1,2014,"入院","M001","体外照射","180021010","体外照射（高エネルギー放射線治療）（１回目）（３門照射）",1320,"07","福島県",2899
1,2014,"入院","M001","体外照射","180021010","体外照射（高エネルギー放射線治療）（１回目）（３門照射）",1320,"08","茨城県",1459
1,2014,"入院","M001","体外照射","180021010","体外照射（高エネルギー放射線治療）（１回目）（３門照射）",1320,"09","栃木県",2078
1,2014,"入院","M001","体外照射","180021010","体外照射（高エネルギー放射線治療）（１回目）（３門照射）",1320,"10","群馬県",1654
1,2014,"入院","M001","体外照射","180021010","体外照射（高エネルギー放射線治療）（１回目）（３門照射）",1320,"11","埼玉県",2278
1,2014,"入院","M001","体外照射","180021010","体外照射（高エネルギー放射線治療）（１回目）（３門照射）",1320,"12","千葉県",3139
1,2014,"入院","M001","体外照射","180021010","体外照射（高エネルギー放射線治療）（１回目）（３門照射）",1320,"13","東京都",10492
1,2014,"入院","M001","体外照射","180021010","体外照射（高エネルギー放射線治療）（１回目）（３門照射）",1320,"14","神奈川県",5118
1,2014,"入院","M001","体外照射","180021010","体外照射（高エネルギー放射線治療）（１回目）（３門照射）",1320,"15","新潟県",2918
1,2014,"入院","M001","体外照射","180021010","体外照射（高エネルギー放射線治療）（１回目）（３門照射）",1320,"16","富山県",1205
1,2014,"入院","M001","体外照射","180021010","体外照射（高エネルギー放射線治療）（１回目）（３門照射）",1320,"17","石川県",2256
1,2014,"入院","M001","体外照射","180021010","体外照射（高エネルギー放射線治療）（１回目）（３門照射）",1320,"18","福井県",1271
1,2014,"入院","M001","体外照射","180021010","体外照射（高エネルギー放射線治療）（１回目）（３門照射）",1320,"19","山梨県",551
1,2014,"入院","M001","体外照射","180021010","体外照射（高エネルギー放射線治療）（１回目）（３門照射）",1320,"20","長野県",2362
1,2014,"入院","M001","体外照射","180021010","体外照射（高エネルギー放射線治療）（１回目）（３門照射）",1320,"21","岐阜県",2035
1,2014,"入院","M001","体外照射","180021010","体外照射（高エネルギー放射線治療）（１回目）（３門照射）",1320,"22","静岡県",3512
1,2014,"入院","M001","体外照射","180021010","体外照射（高エネルギー放射線治療）（１回目）（３門照射）",1320,"23","愛知県",4800
1,2014,"入院","M001","体外照射","180021010","体外照射（高エネルギー放射線治療）（１回目）（３門照射）",1320,"24","三重県",2001
1,2014,"入院","M001","体外照射","180021010","体外照射（高エネルギー放射線治療）（１回目）（３門照射）",1320,"25","滋賀県",254
1,2014,"入院","M001","体外照射","180021010","体外照射（高エネルギー放射線治療）（１回目）（３門照射）",1320,"26","京都府",2662
1,2014,"入院","M001","体外照射","180021010","体外照射（高エネルギー放射線治療）（１回目）（３門照射）",1320,"27","大阪府",8915
1,2014,"入院","M001","体外照射","180021010","体外照射（高エネルギー放射線治療）（１回目）（３門照射）",1320,"28","兵庫県",3604
1,2014,"入院","M001","体外照射","180021010","体外照射（高エネルギー放射線治療）（１回目）（３門照射）",1320,"29","奈良県",1317
1,2014,"入院","M001","体外照射","180021010","体外照射（高エネルギー放射線治療）（１回目）（３門照射）",1320,"30","和歌山県",271
1,2014,"入院","M001","体外照射","180021010","体外照射（高エネルギー放射線治療）（１回目）（３門照射）",1320,"31","鳥取県",599
1,2014,"入院","M001","体外照射","180021010","体外照射（高エネルギー放射線治療）（１回目）（３門照射）",1320,"32","島根県",789
1,2014,"入院","M001","体外照射","180021010","体外照射（高エネルギー放射線治療）（１回目）（３門照射）",1320,"33","岡山県",1257
1,2014,"入院","M001","体外照射","180021010","体外照射（高エネルギー放射線治療）（１回目）（３門照射）",1320,"34","広島県",3375
1,2014,"入院","M001","体外照射","180021010","体外照射（高エネルギー放射線治療）（１回目）（３門照射）",1320,"35","山口県",1587
